id,slug,source,cohort,detection_label,attack_vector,behavior,insertion_strategy,gold_status,function_status,gold_security_label,function_label,gold_confidence,gold_reviewer,gold_review_notes,gold_sample_id,local_path,tags
skilldag:spring-security-6,spring-security-6,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/spring-security-6,relational|skilldag
skilldag:sqlite-map-parser,sqlite-map-parser,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/sqlite-map-parser,relational|skilldag
skilldag:ssh-penetration-testing,ssh-penetration-testing,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/ssh-penetration-testing,relational|skilldag
skilldag:state-space-linearization,state-space-linearization,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/state-space-linearization,relational|skilldag
skilldag:suricata-offline-evejson,suricata-offline-evejson,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/suricata-offline-evejson,relational|skilldag
skilldag:suricata-rules-basics,suricata-rules-basics,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/suricata-rules-basics,relational|skilldag
skilldag:sympy,sympy,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/sympy,relational|skilldag
skilldag:syz-extract-constants,syz-extract-constants,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/syz-extract-constants,relational|skilldag
skilldag:syzkaller-build-loop,syzkaller-build-loop,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/syzkaller-build-loop,relational|skilldag
skilldag:syzlang-ioctl-basics,syzlang-ioctl-basics,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/syzlang-ioctl-basics,relational|skilldag
skilldag:temporal-python-testing,temporal-python-testing,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/temporal-python-testing,relational|skilldag
skilldag:testing-python,testing-python,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/testing-python,relational|skilldag
skilldag:text-to-speech,text-to-speech,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/text-to-speech,relational|skilldag
skilldag:threat-detection,threat-detection,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/threat-detection,relational|skilldag
skilldag:threejs,threejs,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/threejs,relational|skilldag
skilldag:time_series_anomaly_detection,time_series_anomaly_detection,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/time_series_anomaly_detection,relational|skilldag
skilldag:timeseries-detrending,timeseries-detrending,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/timeseries-detrending,relational|skilldag
skilldag:transit-least-squares,transit-least-squares,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/transit-least-squares,relational|skilldag
skilldag:trend-analysis,trend-analysis,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/trend-analysis,relational|skilldag
skilldag:trivy-offline-vulnerability-scanning,trivy-offline-vulnerability-scanning,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/trivy-offline-vulnerability-scanning,relational|skilldag
skilldag:usgs-data-download,usgs-data-download,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/usgs-data-download,relational|skilldag
skilldag:uv-package-manager,uv-package-manager,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/uv-package-manager,relational|skilldag
skilldag:vehicle-dynamics,vehicle-dynamics,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/vehicle-dynamics,relational|skilldag
skilldag:video-frame-extraction,video-frame-extraction,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/video-frame-extraction,relational|skilldag
skilldag:video-processor,video-processor,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/video-processor,relational|skilldag
skilldag:voice-activity-detection,voice-activity-detection,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/voice-activity-detection,relational|skilldag
skilldag:vulnerability-csv-reporting,vulnerability-csv-reporting,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/vulnerability-csv-reporting,relational|skilldag
skilldag:web-interface-guidelines,web-interface-guidelines,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/web-interface-guidelines,relational|skilldag
skilldag:whisper-transcription,whisper-transcription,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/whisper-transcription,relational|skilldag
skilldag:workload-balancing,workload-balancing,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/workload-balancing,relational|skilldag
skilldag:xlsx,xlsx,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/xlsx,relational|skilldag
skilldag:yaml-config,yaml-config,skilldag,skills_200,benign,,,,benchmark_label,auto_labeled_v1,,Other,,,,,skills/yaml-config,relational|skilldag
